   3.2000000000000000e+03,    1.1714890613973184e+02
   3.2001959999999999e+03,    2.7805222300635143e+02
   3.2003910000000001e+03,    3.3450952717007760e+02
   3.2005870000000000e+03,    3.1757233592095974e+02
   3.2007820000000002e+03,    2.1312632321806635e+02
   3.2009780000000001e+03,    1.3408609738884968e+02
   3.2011729999999998e+03,    1.3408609738884968e+02
   3.2013690000000001e+03,    2.8087508821453770e+02
   3.2015639999999999e+03,    2.9498941425546928e+02
   3.2017600000000002e+03,    2.2441778405081158e+02
   3.2019549999999999e+03,    1.3973182780522231e+02
   3.2021509999999998e+03,    2.9640084685956257e+01
   3.2023460000000000e+03,    1.5949188426252644e+02
   3.2025419999999999e+03,    2.0748059280169372e+02
   3.2027370000000001e+03,    1.8772053634438956e+02
   3.2029330000000000e+03,    1.6796047988708537e+02
   3.2031280000000002e+03,    2.9640084685956257e+01
   3.2033240000000001e+03,    4.2342978122794781e+00
   3.2035189999999998e+03,    2.2441778405081158e+02
   3.2037150000000001e+03,    2.0465772759350742e+02
   3.2039099999999999e+03,    3.1474947071277342e+02
   3.2041060000000002e+03,    2.5829216654904724e+02
   3.2043009999999999e+03,    2.6111503175723357e+02
   3.2044969999999998e+03,    1.5384615384615384e+02
   3.2046920000000000e+03,    1.3690896259703598e+02
   3.2048879999999999e+03,    1.0868031051517291e+02
   3.2050830000000001e+03,    5.7868736767819343e+01
   3.2052790000000000e+03,    1.5384615384615384e+02
   3.2054740000000002e+03,    1.0585744530698659e+02
   3.2056700000000001e+03,    6.6337332392378258e+01
   3.2058649999999998e+03,    2.6817219477769946e+01
   3.2060610000000001e+03,   -5.2223006351446706e+01
   3.2062559999999999e+03,    2.9640084685956257e+01
   3.2064520000000002e+03,    5.2223006351446728e+01
   3.2066469999999999e+03,    1.2844036697247705e+02
   3.2068429999999998e+03,    7.7628793225123502e+01
   3.2070380000000000e+03,    6.9160197600564572e+01
   3.2072339999999999e+03,    9.7388849682427676e+01
   3.2074290000000001e+03,   -7.0571630204657643e+00
   3.2076250000000000e+03,    5.2223006351446728e+01
   3.2078200000000002e+03,   -6.9160197600564558e+01
   3.2080160000000001e+03,   -9.1743119266055018e+01
   3.2082109999999998e+03,   -4.9400141143260392e+01
   3.2084070000000002e+03,    2.6817219477769946e+01
   3.2086019999999999e+03,    4.9400141143260420e+01
   3.2087979999999998e+03,    1.6513761467889907e+02
   3.2089929999999999e+03,    1.3690896259703598e+02
   3.2091889999999999e+03,    1.3408609738884968e+02
   3.2093840000000000e+03,    9.7388849682427676e+01
   3.2095799999999999e+03,    1.7642907551164430e+02
   3.2097750000000001e+03,    7.0571630204657856e+00
   3.2099710000000000e+03,   -6.6337332392378244e+01
   3.2101660000000002e+03,   -5.2223006351446706e+01
   3.2103620000000001e+03,   -7.4805928016937159e+01
   3.2105569999999998e+03,    2.6817219477769946e+01
   3.2107530000000002e+03,   -4.9400141143260392e+01
   3.2109479999999999e+03,    1.0303458009880028e+02
   3.2111439999999998e+03,    7.4805928016937187e+01
   3.2113389999999999e+03,   -9.8800282286520638e+00
   3.2115349999999999e+03,    5.2223006351446728e+01
