3.200000e+03, 5.500000e+00
3.200196e+03, 1.975000e+01
3.200391e+03, 2.475000e+01
3.200587e+03, 2.325000e+01
3.200782e+03, 1.400000e+01
3.200978e+03, 7.000000e+00
3.201173e+03, 7.000000e+00
3.201369e+03, 2.000000e+01
3.201564e+03, 2.125000e+01
3.201760e+03, 1.500000e+01
3.201955e+03, 7.500000e+00
3.202151e+03, -2.250000e+00
3.202346e+03, 9.250000e+00
3.202542e+03, 1.350000e+01
3.202737e+03, 1.175000e+01
3.202933e+03, 1.000000e+01
3.203128e+03, -2.250000e+00
3.203324e+03, -4.500000e+00
3.203519e+03, 1.500000e+01
3.203715e+03, 1.325000e+01
3.203910e+03, 2.300000e+01
3.204106e+03, 1.800000e+01
3.204301e+03, 1.825000e+01
3.204497e+03, 8.750000e+00
3.204692e+03, 7.250000e+00
3.204888e+03, 4.750000e+00
3.205083e+03, 2.500000e-01
3.205279e+03, 8.750000e+00
3.205474e+03, 4.500000e+00
3.205670e+03, 1.000000e+00
3.205865e+03, -2.500000e+00
3.206061e+03, -9.500000e+00
3.206256e+03, -2.250000e+00
3.206452e+03, -2.500000e-01
3.206647e+03, 6.500000e+00
3.206843e+03, 2.000000e+00
3.207038e+03, 1.250000e+00
3.207234e+03, 3.750000e+00
3.207429e+03, -5.500000e+00
3.207625e+03, -2.500000e-01
3.207820e+03, -1.100000e+01
3.208016e+03, -1.300000e+01
3.208211e+03, -9.250000e+00
3.208407e+03, -2.500000e+00
3.208602e+03, -5.000000e-01
3.208798e+03, 9.750000e+00
3.208993e+03, 7.250000e+00
3.209189e+03, 7.000000e+00
3.209384e+03, 3.750000e+00
3.209580e+03, 1.075000e+01
3.209775e+03, -4.250000e+00
3.209971e+03, -1.075000e+01
3.210166e+03, -9.500000e+00
3.210362e+03, -1.150000e+01
3.210557e+03, -2.500000e+00
3.210753e+03, -9.250000e+00
3.210948e+03, 4.250000e+00
3.211144e+03, 1.750000e+00
3.211339e+03, -5.750000e+00
3.211535e+03, -2.500000e-01
3.211730e+03, -1.000000e+01
3.211926e+03, 3.500000e+00
3.212121e+03, 1.125000e+01
3.212317e+03, 1.125000e+01
3.212512e+03, 8.250000e+00
3.212708e+03, 1.175000e+01
3.212903e+03, 1.250000e+01
3.213099e+03, 6.250000e+00
3.213294e+03, -3.000000e+00
3.213490e+03, -1.750000e+00
3.213685e+03, 2.750000e+00
3.213881e+03, -5.250000e+00
3.214076e+03, 5.750000e+00
3.214272e+03, 1.000000e+00
3.214467e+03, 1.075000e+01
3.214663e+03, 5.750000e+00
3.214858e+03, -2.250000e+00
3.215054e+03, 6.500000e+00
3.215249e+03, 6.500000e+00
3.215445e+03, 6.250000e+00
3.215640e+03, 9.750000e+00
3.215836e+03, 1.250000e+01
3.216031e+03, 1.900000e+01
3.216227e+03, 1.225000e+01
3.216422e+03, 3.500000e+00
3.216618e+03, -1.250000e+00
3.216813e+03, 2.500000e-01
3.217009e+03, -1.250000e+01
3.217204e+03, -1.350000e+01
3.217400e+03, -1.000000e+00
3.217595e+03, 1.050000e+01
3.217791e+03, 2.500000e-01
3.217986e+03, -4.500000e+00
3.218182e+03, 4.000000e+00
3.218377e+03, 2.750000e+00
3.218573e+03, -1.000000e+00
3.218768e+03, -1.025000e+01
3.218964e+03, -3.000000e+00
3.219159e+03, -6.750000e+00
3.219355e+03, 1.500000e+00
3.219550e+03, 4.250000e+00
3.219746e+03, 1.275000e+01
3.219941e+03, 2.000000e+01
3.220137e+03, 1.450000e+01
3.220332e+03, 9.250000e+00
3.220528e+03, 4.250000e+00
3.220723e+03, -8.250000e+00
3.220919e+03, -6.750000e+00
3.221114e+03, -7.000000e+00
3.221310e+03, -8.750000e+00
3.221505e+03, -1.425000e+01
3.221701e+03, -4.500000e+00
3.221896e+03, -7.000000e+00
3.222092e+03, -1.200000e+01
3.222287e+03, -7.250000e+00
